OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt,Fireplaces,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,GarageFinish,OpenPorchSF,SalePrice
5,1734,2,539,0,1302,2,1977,0,8,Gd,TA,,Unf,0,126000
5,1164,1,240,1164,1164,1,1950,0,5,TA,TA,TA,Unf,48,125000
6,1635,1,255,485,1001,1,1910,0,5,Gd,TA,TA,Unf,0,117000
9,1940,3,606,1930,1940,2,2009,1,8,Ex,Ex,Ex,Fin,95,395192
6,2030,2,551,848,1118,2,1976,1,8,Gd,TA,TA,Fin,224,195000
7,1576,2,614,770,778,2,2006,0,6,Gd,Gd,Gd,RFn,50,197000
8,2392,3,870,1396,1407,2,1997,1,7,Gd,Gd,Gd,Fin,70,348000
8,1742,2,424,916,916,1,1882,1,8,Gd,Gd,TA,Unf,169,168000
6,1851,2,440,822,1020,2,1964,1,7,Gd,TA,TA,RFn,42,187000
6,1500,2,564,750,750,2,2005,0,6,Gd,TA,Gd,RFn,35,173900
10,1718,3,786,1700,1718,2,2006,1,7,Ex,Ex,Ex,Fin,48,337500
4,1230,1,305,747,774,1,1946,0,5,TA,TA,TA,Unf,57,121600
5,1050,1,368,1050,1050,1,1961,0,6,TA,TA,TA,Unf,319,136500
6,1442,2,615,1442,1442,2,1970,1,6,TA,TA,TA,RFn,0,185000
3,1077,1,210,1007,1077,1,1922,1,6,TA,TA,TA,Unf,100,91000
7,1208,2,632,1187,1208,2,2006,0,6,Gd,Gd,Gd,RFn,61,206000
3,944,2,528,0,944,1,1952,0,4,Fa,TA,,Unf,0,82000
5,691,1,216,691,691,1,1920,0,4,Ex,TA,Fa,Unf,20,86000
8,1574,3,824,1574,1574,2,2006,1,7,Gd,Gd,Gd,RFn,104,232000
5,1680,2,528,1680,1680,2,1976,0,8,TA,TA,TA,Unf,0,136905
7,1504,2,457,1346,1504,2,2005,1,7,Gd,Gd,Gd,Fin,0,181000
5,985,1,328,985,985,2,1977,0,6,TA,Gd,Gd,Unf,0,149900
6,1657,2,484,1657,1657,2,1970,1,7,TA,TA,Gd,Unf,0,163500
4,1092,1,286,546,546,1,1970,0,6,TA,TA,TA,RFn,0,88000
7,1710,2,550,1710,1710,2,2004,1,7,Gd,Gd,Ex,Fin,48,240000
5,1522,0,0,1008,1008,2,1926,0,7,TA,TA,TA,,0,102000
5,1271,1,312,720,720,2,1948,1,7,TA,TA,TA,Unf,0,135000
5,1664,0,0,0,1664,2,1965,0,8,TA,TA,,,0,100000
6,1502,1,180,602,900,1,1923,2,7,Gd,TA,TA,Unf,0,165000
5,1022,1,280,1022,1022,1,1910,0,4,TA,TA,TA,Unf,30,85000
6,1082,1,240,1082,1082,1,1948,1,5,TA,TA,TA,Unf,130,119200
8,1665,2,528,810,810,2,2001,0,6,Gd,Gd,Gd,Fin,45,227000
7,1504,2,478,1504,1504,2,1996,1,6,Gd,Gd,Gd,Fin,66,203000
8,1360,2,565,1220,1360,1,1984,1,4,Gd,Gd,Gd,RFn,0,187500
7,1472,2,402,384,802,2,1991,1,7,Gd,Gd,Gd,RFn,0,160000
7,1506,2,440,1362,1506,2,2005,1,6,Gd,Gd,Gd,Fin,20,213490
4,1132,2,451,1132,1132,1,2005,0,5,Gd,TA,Gd,Fin,64,176000
7,1220,2,632,1199,1220,2,2006,0,6,Gd,Gd,Gd,RFn,54,194000
5,1248,1,160,912,912,1,1930,0,6,TA,TA,TA,Unf,0,87000
7,1504,2,437,1346,1504,2,2005,1,7,Gd,Gd,Gd,Fin,20,191000
8,2898,2,665,1565,2898,2,1976,1,10,Gd,Gd,Gd,Fin,72,287000
5,882,2,461,882,882,1,1972,0,5,TA,TA,TA,Unf,0,112500
5,1264,2,461,1268,1264,1,1960,2,6,TA,TA,TA,Unf,0,167500
8,1646,3,800,1638,1646,2,2007,1,7,Gd,Gd,Gd,RFn,44,293077
5,1376,1,240,768,968,1,1941,1,6,TA,TA,TA,Unf,0,105000
6,1218,1,264,672,672,1,1972,0,7,TA,TA,TA,Unf,28,118000
5,1928,0,0,686,948,2,1916,0,10,TA,TA,TA,,0,160000
7,3082,2,672,824,1687,2,1920,2,12,TA,TA,TA,Fin,63,197000
8,2520,3,796,1338,1352,2,1993,1,10,Gd,Gd,Gd,RFn,55,310000
7,1654,3,900,1654,1654,2,2002,0,6,Gd,Gd,Gd,Unf,136,230000
5,954,1,240,920,954,1,1938,1,5,Fa,TA,Fa,Unf,0,119750
4,845,1,290,0,845,1,1957,0,5,TA,TA,,Unf,0,84000
9,1620,3,912,1620,1620,2,2007,1,6,Ex,Gd,Ex,Fin,0,315500
8,2263,2,905,1055,1055,2,2001,1,7,Gd,Gd,Gd,Fin,45,287000
4,1344,0,0,546,798,1,1970,1,6,TA,TA,TA,,0,97000
4,630,1,286,630,630,1,1970,0,3,TA,TA,Gd,Unf,0,80000
5,1803,2,484,1134,1803,2,1957,1,8,TA,TA,TA,RFn,0,155000
6,1632,2,484,800,800,1,1966,0,7,Gd,TA,TA,Unf,40,173000
6,1306,2,624,1306,1306,2,2005,1,5,Gd,Gd,Gd,RFn,63,196000
7,2329,2,514,1475,1532,2,1990,1,10,Gd,TA,Gd,Unf,121,262280
8,2524,2,542,2524,2524,2,1981,1,9,Gd,Gd,Gd,Fin,120,278000
3,1733,2,452,0,1733,2,1955,1,8,TA,TA,,Unf,0,139600
9,2868,3,716,1992,1992,3,2005,1,11,Ex,Gd,Ex,Fin,108,556581
5,990,2,672,990,990,1,1994,0,5,TA,TA,Gd,Unf,0,145000
5,1771,2,336,0,1771,1,1960,1,9,TA,TA,,Unf,0,115000
4,930,1,308,0,930,1,1946,0,6,Gd,TA,,Unf,0,84900
7,1302,2,436,1302,1302,2,2007,0,6,Gd,Gd,Gd,Fin,22,176485
7,1316,2,440,1316,1316,2,2007,1,6,Gd,Gd,Gd,Fin,20,200141
6,1977,2,540,816,1127,1,1964,1,9,TA,TA,TA,RFn,52,165000
5,1526,1,364,1216,1526,1,1957,1,7,TA,TA,TA,Unf,78,144500
8,1989,2,586,1065,1091,2,2002,1,7,Gd,Gd,Gd,Fin,60,255000
6,1523,2,478,1193,1523,2,1976,1,7,TA,TA,Gd,Fin,0,180000
7,1364,2,484,1364,1364,2,2005,1,6,Gd,Gd,Gd,RFn,36,185850
7,1850,2,467,973,979,2,1994,1,7,Gd,Gd,Gd,Fin,98,248000
9,2184,3,836,1104,1130,2,2008,1,10,Ex,Ex,Ex,Fin,102,335000
6,1991,2,432,854,1096,1,1932,1,7,TA,TA,TA,Unf,0,220000
8,1338,2,582,1338,1338,2,2001,0,6,Gd,Gd,Gd,Fin,0,213500
3,894,3,1248,894,894,1,1935,0,6,TA,Fa,TA,RFn,20,81000
5,2337,2,560,662,1422,2,1900,0,10,TA,TA,TA,Unf,57,90000
6,1103,2,440,1103,1103,1,1925,1,5,Gd,TA,TA,Unf,120,110500
5,1154,2,480,1154,1154,1,1966,1,6,TA,TA,TA,RFn,58,154000
7,2260,2,533,1306,1306,2,1996,0,7,Gd,Gd,Ex,RFn,44,328000
6,1571,2,380,799,799,2,1993,1,7,TA,Gd,Gd,RFn,40,178000
6,1611,2,442,780,798,1,1964,0,7,TA,TA,TA,RFn,128,167900
6,2521,2,576,942,1291,2,1973,1,10,TA,TA,Gd,Fin,20,151400
5,893,2,576,845,893,1,1949,0,4,Gd,TA,TA,Unf,0,135000
5,1048,1,286,1048,1048,1,1956,0,6,TA,TA,TA,Unf,20,135000
6,1556,2,441,727,829,1,1968,0,8,TA,TA,TA,Unf,0,154000
5,1456,1,280,810,1002,1,1948,1,7,TA,TA,Fa,Unf,0,91500
6,1426,2,440,690,698,1,1977,0,6,TA,TA,TA,Fin,0,159500
7,1240,3,826,1240,1240,2,2006,0,5,Gd,Gd,Gd,RFn,93,194000
7,1740,1,240,800,960,1,1940,2,6,TA,TA,TA,Unf,0,219500
5,1466,2,566,796,1096,2,1936,1,7,Gd,TA,Fa,Unf,21,170000
5,1096,1,299,1096,1096,1,1969,0,6,TA,TA,TA,Fin,32,138800
6,848,2,420,848,848,1,2004,1,3,Gd,Gd,Gd,RFn,0,155900
5,990,1,299,990,990,1,1994,0,5,TA,TA,Gd,Unf,64,126000
6,1258,2,528,1258,1258,2,1971,0,5,Gd,Gd,TA,RFn,0,145000
5,1040,1,308,1040,1040,1,1963,0,5,TA,TA,TA,Fin,0,133000
7,1459,2,527,1459,1459,2,2002,1,6,Gd,Gd,Gd,RFn,39,192000
6,1251,1,461,1251,1251,1,1964,2,6,TA,TA,TA,RFn,116,160000
6,1498,2,409,691,691,2,1995,1,6,TA,TA,Gd,Fin,44,187500
6,996,2,564,936,996,1,1992,0,5,Gd,TA,Gd,Unf,0,147000
4,1092,1,286,546,546,1,1973,0,6,TA,TA,TA,RFn,96,83500
8,1953,3,1043,1082,1082,2,2005,1,9,Gd,Gd,Gd,RFn,50,252000
7,1709,2,380,970,970,2,2004,0,7,Gd,Gd,Gd,Unf,40,137500
8,1247,2,550,1247,1247,1,2005,1,4,Gd,Gd,Gd,Fin,84,197000
3,1040,2,400,0,1040,2,1950,0,6,TA,TA,,Unf,0,92900
7,1252,2,462,600,624,2,1999,0,4,Gd,Gd,Gd,Unf,48,160000
6,1694,2,576,1181,1390,2,1925,1,7,TA,TA,TA,Unf,0,136500
5,1200,2,884,864,1200,1,1965,0,6,Gd,TA,TA,Unf,64,146000
5,936,1,308,936,936,1,1956,0,4,TA,TA,TA,Fin,0,129000
6,1314,2,440,1314,1314,2,2006,1,6,Gd,Gd,Gd,RFn,22,176432
6,1355,0,0,684,773,1,1914,0,7,Gd,TA,TA,,0,127000
8,1088,2,461,1074,1088,1,1986,0,5,Gd,Gd,Gd,RFn,74,170000
4,1324,1,240,672,757,1,1936,0,6,TA,TA,TA,Unf,0,128000
7,1601,2,478,1271,1601,2,1978,1,7,TA,TA,Gd,RFn,0,157000
2,438,1,246,290,438,1,1920,0,3,Fa,TA,TA,Unf,0,60000
5,950,1,280,950,950,1,1971,0,5,TA,TA,TA,Unf,0,119500
5,1134,1,254,1010,1134,1,1960,0,6,TA,TA,TA,RFn,16,135000
6,1194,2,539,655,1194,1,1959,1,6,TA,TA,TA,Fin,0,159500
5,1302,2,440,630,630,2,1970,0,6,TA,TA,TA,Unf,0,106000
8,2622,2,712,1463,1500,2,1994,2,9,Gd,Gd,Ex,RFn,32,325000
7,1442,2,719,910,1442,2,1990,1,6,Gd,Gd,Gd,Fin,244,179900
7,2021,2,422,868,887,2,2006,1,9,Gd,Gd,Ex,RFn,100,274725
6,1690,2,463,924,948,2,2000,1,7,TA,TA,Gd,RFn,48,181000
8,1836,3,862,1836,1836,2,2004,1,7,Gd,Gd,Ex,Fin,185,280000
6,1658,2,431,773,773,2,1995,1,8,TA,TA,Gd,Fin,84,188000
7,1964,2,483,803,1098,2,1976,1,8,TA,TA,TA,RFn,69,205000
5,816,1,308,816,816,1,1957,0,5,TA,TA,TA,Unf,0,129900
5,1008,1,240,1008,1008,1,1953,0,6,Gd,TA,TA,Unf,18,134500
5,833,1,326,833,833,1,1954,0,4,Gd,TA,TA,Unf,0,117000
8,1734,3,928,1734,1734,2,2007,1,7,Ex,Gd,Ex,RFn,0,318000
8,1419,2,527,408,779,2,2002,1,7,Gd,Gd,Gd,Fin,0,184100
5,894,2,450,894,894,1,1967,0,5,Gd,TA,TA,RFn,0,130000
5,1601,1,300,533,1021,1,1958,0,6,TA,TA,TA,RFn,34,140000
5,1040,1,286,1040,1040,1,1959,0,6,TA,TA,TA,RFn,0,133700
6,1012,1,308,1012,1012,1,1920,1,6,TA,TA,TA,Unf,22,118400
7,1552,3,782,1552,1552,2,2005,0,7,Gd,Gd,Gd,RFn,20,212900
4,960,1,288,672,960,1,1956,0,5,TA,TA,TA,Unf,0,112000
5,698,0,0,698,698,1,1947,0,4,TA,TA,TA,,200,118000
7,1482,2,392,384,812,2,1992,1,7,Gd,TA,Gd,Fin,25,163900
4,1005,2,672,1005,1005,1,1955,1,5,Fa,TA,TA,Unf,0,115000
7,1555,3,660,1373,1555,2,2007,1,7,Gd,Gd,Gd,Fin,20,174000
7,1530,3,630,1530,1530,2,2004,1,7,Gd,Gd,Gd,Fin,36,259000
7,1959,2,434,847,847,2,2004,1,8,Gd,Gd,Gd,Fin,48,215000
5,936,2,672,936,936,1,1980,0,4,TA,TA,Gd,Unf,0,140000
4,1981,2,576,1122,1328,2,1928,2,7,Gd,TA,TA,Unf,44,135000
5,974,0,0,974,974,1,1991,0,5,TA,TA,Gd,,28,93500
6,2210,1,205,1008,1178,2,1880,0,8,Fa,TA,TA,Unf,48,117500
8,2020,2,466,1128,1142,2,1995,1,8,Gd,Gd,Gd,RFn,155,239500
6,1600,2,460,916,916,2,1997,1,7,TA,TA,Gd,Fin,38,169000
6,986,1,180,960,986,1,1926,1,5,TA,TA,TA,Unf,128,102000
6,1252,1,288,1032,1032,1,1950,0,6,TA,TA,TA,Unf,0,119000
5,1020,0,0,780,780,1,1875,0,6,TA,TA,TA,,0,94000
6,1567,2,714,1567,1567,2,1977,2,5,Gd,TA,TA,RFn,32,196000
5,1167,2,495,915,1167,1,1920,1,6,TA,TA,TA,Unf,0,144000
5,952,2,840,952,952,1,1951,0,4,TA,TA,TA,Unf,0,139000
5,1868,2,484,780,1088,2,1976,1,9,Gd,TA,TA,Unf,96,197500
8,2828,3,1052,1466,1466,3,2006,1,11,Gd,Gd,Ex,RFn,144,424870
5,1006,0,0,1006,1006,1,1959,0,5,TA,TA,TA,,24,80000
4,924,1,280,672,672,1,1941,0,5,Fa,TA,Gd,Unf,0,80000
5,1576,1,225,1042,1042,1,1928,1,8,TA,TA,TA,Unf,0,149000
6,1298,2,403,1298,1298,2,1985,1,5,Gd,Gd,Gd,Unf,26,180000
7,1564,1,234,704,860,1,1941,1,7,Fa,TA,TA,Unf,0,174500
7,1111,1,288,572,572,1,1926,1,5,TA,TA,TA,Unf,0,116900
7,1482,2,324,650,832,1,1920,0,7,TA,TA,TA,Unf,0,143000
6,932,1,306,932,932,1,1950,1,4,Gd,TA,TA,Unf,0,124000
5,1466,2,528,1466,1466,1,1959,2,6,Fa,TA,TA,Fin,140,149900
6,1811,2,470,1073,1811,1,1956,1,6,Ex,TA,TA,Fin,0,230000
6,816,1,432,816,816,1,1930,0,5,TA,Gd,TA,Unf,0,120500
7,1820,2,492,864,902,1,1965,2,8,Gd,TA,TA,Unf,84,201800
5,1437,2,528,1437,1437,2,1976,1,6,Gd,Gd,Gd,RFn,21,218000
5,1265,2,502,1219,1265,2,1965,1,6,Gd,TA,TA,RFn,92,179900
7,1314,2,626,1314,1314,2,2007,1,6,Gd,Gd,Gd,RFn,62,230000
8,1580,3,830,1580,1580,2,2007,0,7,Gd,Gd,Gd,RFn,24,235128
6,1876,2,540,901,943,2,1974,1,8,Gd,Gd,TA,RFn,69,185000
6,1456,2,440,855,855,2,1978,1,7,TA,TA,Gd,Unf,0,146000
6,1640,2,924,1296,1640,1,1954,1,7,Gd,Gd,TA,Unf,0,224000
5,894,2,450,894,894,1,1968,1,5,TA,TA,Gd,Fin,0,129000
4,1258,2,400,1198,1258,0,1969,0,6,TA,TA,Gd,Unf,0,108959
5,1432,2,588,1360,1432,1,1978,1,5,Gd,TA,Gd,Unf,180,194000
7,1502,2,644,1502,1502,2,2009,0,7,Gd,Gd,Gd,RFn,114,233170
8,1694,3,776,1694,1694,2,2008,0,7,Gd,Gd,Gd,RFn,33,245350
6,1671,2,472,959,959,2,2000,1,7,TA,TA,Gd,Fin,38,173000
6,2108,2,540,1127,1236,2,1935,2,7,Gd,TA,TA,Unf,0,235000
10,3627,3,807,1930,1831,3,1995,1,10,Gd,Gd,Ex,Fin,76,625000
6,1118,1,358,1096,1118,1,1977,1,6,TA,TA,TA,Fin,0,171000
6,1261,2,433,1261,1261,1,1958,1,6,TA,TA,TA,RFn,0,163000
7,1250,2,625,625,625,2,2006,0,5,Gd,Gd,Gd,Fin,54,171900
5,3086,0,0,1598,1636,3,1946,1,12,Ex,TA,TA,,0,200500
6,2345,2,360,952,1170,2,1932,1,9,TA,TA,Gd,Unf,0,239000
8,2872,2,541,1683,2129,2,1992,1,9,Gd,Gd,Gd,Fin,33,285000
5,923,1,264,876,923,1,1984,0,5,TA,TA,TA,Unf,0,119500
6,1224,1,210,818,818,1,1926,0,5,TA,TA,TA,Unf,0,115000
5,1343,1,186,731,820,1,1921,1,7,TA,TA,TA,Unf,0,154900
5,1124,0,0,0,1124,1,1954,1,5,TA,TA,,,36,93000
7,2514,2,693,1216,1298,2,1990,0,8,TA,TA,Gd,Fin,0,250000
8,1652,2,482,1600,1652,2,2008,1,5,Gd,Ex,Ex,Fin,53,392500
10,4476,3,813,2396,2411,3,1996,2,10,Ex,Gd,Ex,Fin,78,745000
5,1130,2,720,1120,1130,1,1920,1,5,TA,TA,TA,Unf,0,120000
5,1572,3,995,1572,1572,1,1963,2,5,TA,TA,TA,RFn,263,186700
5,1221,1,392,784,949,1,1924,0,7,TA,TA,TA,Unf,0,104900
3,1699,2,420,978,1014,2,1900,0,7,TA,TA,Fa,Unf,74,95000
8,1624,3,757,1624,1624,2,1994,1,5,Gd,Gd,Gd,RFn,114,262000
7,1660,2,493,831,831,2,2002,0,7,Gd,Gd,Gd,RFn,68,195000
7,1804,2,442,994,1028,2,1999,1,7,Gd,TA,TA,Fin,60,189000
4,1622,4,1356,1249,1622,1,1961,1,7,TA,TA,TA,Fin,0,168000
8,1441,2,492,776,764,2,1999,0,5,Gd,Gd,Gd,Unf,0,174000
5,1472,1,250,702,842,1,1925,0,6,Gd,TA,TA,Unf,0,125000
6,1224,2,402,1224,1224,2,1999,0,5,TA,TA,Ex,Fin,304,165000
6,1352,1,299,663,663,1,1969,0,7,TA,TA,TA,Fin,36,158000
6,1456,2,400,728,728,2,2005,0,8,Gd,TA,Gd,Fin,24,176000
7,1863,3,660,879,879,2,2006,1,9,Gd,Gd,Gd,Fin,17,219210
7,1690,1,225,815,815,1,1916,1,7,TA,TA,TA,Unf,0,144000
7,1212,2,573,1212,1212,2,2001,0,6,Gd,Gd,Gd,RFn,0,178000
4,1382,2,459,1051,1382,1,1963,1,6,TA,TA,TA,Unf,82,148000
4,864,1,280,864,864,1,1970,0,5,TA,TA,TA,Unf,0,116050
7,1779,2,546,866,866,2,1998,0,6,Gd,TA,Gd,RFn,36,197900
5,1348,1,216,884,884,1,1925,1,5,TA,TA,TA,Unf,0,117000
7,1630,2,451,1630,1630,2,2000,1,6,Gd,Gd,Gd,Unf,234,213000
5,1074,2,495,1056,1074,1,1975,0,6,TA,TA,Gd,RFn,88,153500
7,2196,3,701,2158,2196,2,1990,1,7,Gd,Gd,Gd,RFn,70,271900
4,1056,1,384,1056,1056,1,1966,0,5,TA,TA,TA,Unf,42,107000
6,1700,2,544,1682,1700,2,2003,0,7,Gd,Gd,Gd,RFn,23,200000
5,1283,2,506,931,1283,1,1962,0,6,TA,TA,TA,Unf,0,140000
8,1660,2,500,1660,1660,2,2006,1,8,Gd,Gd,Ex,RFn,50,290000
6,1845,2,462,1055,1055,2,1992,1,8,Gd,Gd,Gd,RFn,104,189000
8,1752,2,492,559,1080,2,1988,0,8,TA,Gd,Gd,RFn,12,164000
4,672,1,234,672,672,1,1941,0,4,TA,TA,TA,Unf,113,113000
4,960,1,364,648,960,0,1965,0,3,TA,TA,TA,Unf,0,145000
5,999,1,300,925,999,1,1962,0,6,TA,TA,TA,Unf,72,134500
5,894,1,384,894,894,1,1966,0,5,TA,TA,TA,RFn,0,125000
6,1902,2,539,0,1318,2,1978,0,8,TA,TA,,Unf,0,112000
8,1314,2,552,1300,1314,2,2009,0,6,Gd,Gd,Gd,RFn,112,229456
4,912,0,0,0,672,1,1947,0,3,TA,TA,,,0,80500
6,1218,0,0,672,672,1,1971,0,7,TA,TA,TA,,0,91500
5,912,1,288,912,912,1,1964,0,5,TA,TA,TA,Unf,0,115000
5,1211,1,322,952,1211,1,1968,1,5,TA,TA,TA,Unf,63,134000
6,1846,1,315,1040,1168,2,1949,1,7,TA,TA,TA,Unf,0,143000
5,2136,2,528,2136,2136,2,1951,0,7,TA,TA,TA,Unf,30,137900
7,1490,2,388,788,788,2,2004,1,8,Gd,Gd,Gd,Fin,75,184000
6,1138,1,264,588,1138,1,1958,0,6,TA,TA,TA,RFn,0,145000
6,1933,3,668,894,894,2,2007,1,9,Gd,Gd,Gd,Fin,18,214000
5,912,2,576,912,912,1,1965,0,5,Gd,TA,TA,Unf,240,147000
9,1702,3,1052,1702,1702,1,2008,1,7,Ex,Ex,Ex,Fin,72,367294
5,1507,1,404,1075,1507,2,1960,0,7,TA,TA,TA,Unf,0,127000
5,2620,2,600,1361,1361,2,1977,1,12,TA,TA,Gd,RFn,24,190000
5,1190,2,540,1106,1190,1,1962,0,6,TA,TA,TA,Unf,18,132500
4,1224,2,462,0,1224,2,1962,0,6,TA,TA,,Unf,0,101800
5,1188,2,531,1188,1188,1,1959,0,6,TA,TA,TA,RFn,0,142000
5,1964,0,0,940,1024,1,1911,0,7,TA,TA,TA,,192,130000
5,1784,1,180,747,892,1,1914,0,9,TA,TA,Gd,Unf,40,138887
7,1626,2,474,764,764,2,2003,0,6,Gd,Gd,Gd,RFn,27,175500
7,1948,2,434,847,847,2,2004,1,8,Gd,Gd,Gd,Fin,48,195000
6,1141,2,484,1141,1141,1,2005,0,6,TA,Gd,Gd,Unf,0,142500
8,1484,2,472,1476,1484,2,2006,1,6,Ex,Gd,Gd,RFn,33,265900
7,1768,2,543,884,884,2,2003,0,8,Gd,Gd,Gd,RFn,63,224900
7,1689,3,954,1689,1689,2,2007,0,7,Gd,Gd,Gd,RFn,56,248328
7,1173,2,528,1053,1173,2,1974,2,6,Gd,TA,Gd,RFn,120,170000
10,2076,3,850,2076,2076,2,2006,1,7,Ex,Ex,Ex,Fin,229,465000
8,1517,2,400,792,792,1,1929,2,7,Gd,TA,Gd,Unf,0,230000
6,1868,2,477,585,1140,3,1984,1,7,TA,TA,Gd,Fin,112,178000
7,1553,2,615,756,756,2,2005,0,6,Gd,Gd,Gd,RFn,45,186500
6,1034,3,888,1012,1034,1,1976,0,6,TA,TA,TA,Unf,0,169900
6,2058,2,396,735,1134,1,1917,1,8,TA,TA,Gd,Unf,0,129500
5,988,1,276,876,988,1,1950,0,6,TA,TA,TA,Unf,80,119000
7,2110,2,522,2110,2110,2,1968,2,8,Ex,Gd,TA,Fin,0,244000
7,1405,2,478,1405,1405,2,2003,1,6,Gd,Gd,Gd,RFn,36,171750
5,874,1,288,864,874,1,1968,0,5,TA,TA,TA,RFn,0,130000
7,2167,2,518,1192,1516,2,1974,2,9,Gd,Gd,TA,RFn,47,294000
7,1656,2,397,746,760,2,2003,1,7,Gd,Gd,Gd,Fin,128,165400
6,1367,1,560,884,959,1,1931,1,6,TA,TA,TA,Unf,0,127500
8,1987,2,691,1986,1987,2,1994,1,7,Gd,Gd,Gd,Fin,36,301500
5,864,0,0,864,864,1,1922,0,4,TA,TA,Fa,,96,99900
7,1166,2,400,856,1166,2,2005,0,5,Gd,Gd,Gd,Fin,0,190000
6,1054,2,460,1054,1054,1,1969,0,6,TA,TA,Gd,Unf,0,151000
6,1675,2,502,841,892,2,1999,1,7,TA,TA,Gd,Fin,103,181000
5,1050,1,338,1050,1050,1,1956,0,5,TA,TA,TA,Unf,0,128900
4,1788,1,304,1104,1104,1,1957,2,8,TA,TA,TA,Unf,0,161500
6,1824,2,520,764,1060,1,1919,1,8,TA,TA,TA,Unf,0,180500
6,1337,2,511,1405,1337,2,1998,0,5,Gd,Gd,Gd,Fin,68,181000
7,1452,2,506,691,713,2,1999,0,6,Gd,Gd,Gd,Unf,34,183900
7,1889,1,308,925,964,1,1910,1,9,TA,Fa,TA,Unf,0,122000
9,2018,3,746,2002,2018,2,2008,1,10,Ex,Ex,Ex,Fin,76,378500
8,3447,3,1014,728,1968,3,1935,2,11,Gd,TA,TA,Unf,12,381000
5,1524,1,315,874,874,1,1958,0,7,TA,TA,TA,Unf,0,144000
7,1524,2,586,1332,1332,0,1979,1,4,Gd,Gd,Gd,Fin,0,260000
6,1489,2,462,1489,1489,2,1968,1,7,Gd,TA,TA,RFn,0,185750
5,935,1,288,935,935,1,1965,0,5,TA,TA,TA,Unf,0,137000
6,1357,1,312,1019,1357,1,1959,1,5,Ex,TA,TA,RFn,0,177000
5,1250,2,552,661,661,2,1910,1,8,TA,TA,TA,Unf,0,139000
5,1920,2,400,928,928,2,1948,0,10,TA,TA,TA,Unf,0,137000
6,1395,2,497,723,735,1,1972,1,6,TA,TA,TA,Unf,116,162000
6,1724,2,480,1680,1724,1,1967,1,7,TA,TA,Gd,RFn,0,197900
8,2031,2,577,1128,1128,2,2002,1,7,Gd,Gd,Gd,RFn,211,237000
4,1128,2,528,698,698,1,1920,0,6,TA,TA,TA,RFn,0,68400
7,1573,2,544,1573,1573,2,2002,0,6,Gd,Gd,Gd,RFn,72,227000
7,1339,2,484,1309,1339,2,1990,1,6,TA,TA,Gd,Fin,58,180000
5,1040,2,484,1040,1040,2,1977,0,5,Gd,TA,Gd,Unf,0,150500
6,1824,0,0,912,912,2,1971,0,8,TA,TA,TA,,0,139000
6,2447,1,336,804,1699,2,1919,1,10,Gd,TA,TA,Unf,0,169000
6,1412,1,280,780,825,1,1939,1,6,TA,TA,TA,Unf,0,132500
6,1328,2,528,1328,1328,1,1963,2,6,TA,TA,TA,Unf,26,143000
5,1582,2,390,1624,1582,2,1964,0,7,TA,TA,TA,Unf,198,190000
8,1659,2,499,1501,1659,2,2000,1,5,Ex,Gd,Gd,Fin,59,278000
8,1970,3,753,1085,1120,2,2006,1,8,Ex,Gd,Gd,Fin,74,281000
5,1152,2,484,1152,1152,1,1964,1,6,TA,TA,TA,RFn,0,180500
5,1302,1,264,630,630,2,1972,0,6,TA,TA,TA,Unf,0,119500
5,2372,1,432,994,1378,2,1892,0,11,TA,TA,TA,RFn,287,107500
7,1664,2,528,832,832,2,1976,1,8,TA,TA,Gd,RFn,28,162900
5,864,2,572,864,864,1,1955,0,5,TA,TA,TA,Unf,0,115000
5,1052,1,288,1052,1052,1,1968,0,5,TA,TA,TA,RFn,0,138500
5,1128,2,525,1120,1128,2,1963,0,6,TA,TA,TA,RFn,20,155000
6,1072,2,525,547,1072,2,2005,0,5,TA,TA,Gd,Fin,44,140000
10,5642,2,1418,6110,4692,2,2008,3,12,Ex,Ex,Ex,Fin,292,160000
5,1246,1,305,1246,1246,1,1959,0,6,Gd,TA,TA,RFn,0,154000
7,1983,2,490,978,1005,2,1999,1,9,Gd,Gd,Gd,Fin,0,225000
6,1494,1,213,771,753,1,1942,2,7,Gd,TA,TA,Unf,0,177500
8,2526,3,844,1165,1203,2,1994,1,8,Gd,Gd,Gd,RFn,78,290000
7,1616,3,834,1616,1616,2,2005,0,7,Gd,Gd,Gd,RFn,59,232000
7,1708,2,380,976,976,2,2004,0,7,Gd,Gd,Gd,Unf,40,130000
9,1652,2,840,1652,1652,2,2006,2,6,Ex,Gd,Ex,Fin,102,325000
7,1368,2,474,1368,1368,2,2005,1,6,Gd,Gd,Gd,RFn,35,202500
5,990,2,480,990,990,1,1994,0,5,TA,TA,Gd,Unf,64,138000
5,1122,2,528,924,1122,1,1948,0,6,Gd,TA,TA,Unf,36,147000
6,1294,2,496,1278,1294,2,1991,0,6,Gd,TA,Gd,RFn,51,179200
7,1902,2,567,1902,1902,2,1959,2,7,Ex,Gd,Gd,Fin,207,335000
7,1274,2,508,1274,1274,2,2005,0,6,Gd,Gd,Gd,RFn,98,203000
8,2810,2,750,1453,1453,2,1990,1,9,Gd,Gd,Ex,RFn,0,302000
